Business Name,Address,City,Permit Id,Type,Class,Inspection Date,Inspection Type,Grade,Priority Violation *,
Phoenix Nutrition,15414 N 7th St Suite 8,Phoenix,FD-71090,E & D 0-9 Seating ,Class 2,3/25/19,Routine Inspection,Not Participating,0,
BC Produce LLC,4845 W McDowell Rd Space 70-80A,Phoenix,FD-71243,Food Jobber ,Class 2,3/22/19,Routine Inspection,Not Participating,0,
Subway No 12771,1939 E Baseline Rd Suite 114,Gilbert,FD-71278,E & D 10+ Seating ,Class 3,3/20/19,Routine Inspection,Not Participating,2,
Arturo's Roosevelt Dinner,924 E Roosevelt St ,Phoenix,FD-72023,E & D 0-9 Seating ,Class 3,3/21/19,Routine Inspection,Not Participating,1,
Alice-N,6801 N Glen Harbor Blvd @1,Glendale,MF-03-0034,Food Peddler ,Class 2,3/25/19,Routine Inspection,Not Participating,0,
Dolly Steamboat,Canyon Lake Marina @4,Tortilla Flat,MF-04-0007,Push Cart ,Class 3,3/20/19,Routine Inspection,Not Participating,0,
Nogales Hot Dogs No 6,1400 N 32nd (& McDowell Rd) St @5@2,Phoenix,MF-05-0009,Push Cart ,Class 3,3/21/19,Routine Inspection,Not Participating,1,
DGP1,Phoenix Street Food Coalition Events @5@4,Phoenix,MF-08-0039,Mobile Food Unit ,Class 4,3/23/19,Routine Inspection,Not Participating,2,
K T Super Ice Cream,ICT Maryvale Village @1,Phoenix,MF-11-0524,Food Peddler ,Class 2,3/20/19,Routine Inspection,Not Participating,0,
Paleteria Payasos y Mas No 02,ICC PPYM#02 ,,MF-12-0057,Food Peddler ,Class 2,3/25/19,Routine Inspection,Not Participating,0,
Paleteria Payasos y Mas No 03,ICC PPYM#03 ,,MF-12-0058,Food Peddler ,Class 2,3/25/19,Routine Inspection,Not Participating,0,
Paleteria Payasos y Mas No 04,ICC PPYM#04 ,,MF-12-0177,Food Peddler ,Class 2,3/25/19,Routine Inspection,Not Participating,0,
Paleteria Payasos y Mas No 05,ICC PPYM#05 ,,MF-12-0178,Food Peddler ,Class 2,3/25/19,Routine Inspection,Not Participating,0,
Paleteria Payasos y Mas No 06,ICC PPYM#06 ,,MF-12-0179,Food Peddler ,Class 2,3/25/19,Routine Inspection,Not Participating,0,
Paleteria Payasos Y Mas No 09,ICC PPYM#09 ,,MF-12-0202,Food Peddler ,Class 2,3/25/19,Routine Inspection,Not Participating,0,
Paleteria Payasos Y Mas No 10,ICC PPYM#10 ,,MF-12-0203,Food Peddler ,Class 2,3/25/19,Routine Inspection,Not Participating,0,
Coach and Son's Kettle Corn,8866 W Thunderbird Rd @6@1,Peoria,MF-12-0410,Push Cart ,Class 3,3/22/19,Routine Inspection,A,0,
Ice Cream La Muneca No 1,ICT Maryvale Village @1,Phoenix,MF-12-0432,Food Peddler ,Class 2,3/20/19,Routine Inspection,Not Participating,0,
Ice Cream Temechi,ICT @4,Mesa,MF-13-0159,Food Peddler ,Class 2,3/25/19,Routine Inspection,Not Participating,0,
Kona Ice of North Phoenix/Scottsdale,Special Events @2,Phoenix,MF-14-0069,Push Cart ,Class 3,3/22/19,Routine Inspection,Not Participating,0,
El Sabroso Hot Dog No 2,27th Ave & Thomas 6P-2A @5@1,Phoenix,MF-14-0101,Mobile Food Unit ,Class 4,3/20/19,Routine Inspection,Not Participating,0,
Ice Cream Rosiceli,ICT Laveen Village @3,Phoenix,MF-14-0115,Food Peddler ,Class 2,3/25/19,Routine Inspection,Not Participating,0,
Casa,75th Ave / McDowell Rd @5@1,Phoenix,MF-14-0211,Push Cart ,Class 3,3/20/19,Routine Inspection,Not Participating,3,
"Raul's Cocina,LLC No 1",FM ,,MF-15-0029,Food Peddler ,Class 2,3/23/19,Routine Inspection,A,0,
El Sabroso Hot Dog No 3,33rd Ave & Indian School Rd @1,Phoenix,MF-15-0054,Mobile Food Unit ,Class 4,3/20/19,Routine Inspection,Not Participating,0,
Kona Ice of Northwest Phoenix,Special Events @1,,MF-15-0077,Push Cart ,Class 3,3/22/19,Routine Inspection,Not Participating,0,
"Bites Donuts,LLC",Food Truck Familia @4,Mesa,MF-15-0089,Mobile Food Unit ,Class 4,3/20/19,Routine Inspection,Not Participating,0,
What's Fresh?,Phoenix Street Food Coalition Events ,,MF-15-0111,Mobile Food Unit ,Class 4,3/25/19,Routine Inspection,Not Participating,0,
Paleteria Payasos y Mas No 07,ICC PPYM#07 ,,MF-15-0245,Food Peddler ,Class 2,3/25/19,Routine Inspection,Not Participating,0,
Flippin Rice,Phoenix Street Food Coalition Events ,,MF-15-0408,Mobile Food Unit ,Class 4,3/24/19,Routine Inspection,Not Participating,0,
The Happy Hot Dog,@4,Mesa,MF-15-0484,Push Cart ,Class 3,3/23/19,Immediate Suspension,Not Participating,0,
Dogos El Yori,"Broadway Rd & Gilbert,Th-Sun,5:30-10:30p @5@4",Mesa,MF-15-0616,Push Cart ,Class 3,3/23/19,Routine Inspection,A,0,
Honey Bear's BBQ,5012 E Van Buren St ,Phoenix,MF-15-0643,Special Event Food ,Class 2,3/21/19,Routine Inspection,Not Participating,0,
Ralph's Snack Bar No 935,Ralph's Route #935 ,,MF-16-0024,Mobile Food Unit ,Class 4,3/25/19,Routine Inspection,Not Participating,0,
Modern Tortilla,,,MF-16-0041,Mobile Food Unit ,Class 4,3/21/19,Routine Inspection,Not Participating,0,
FIIZ Drinks,Special Events School @4,Mesa,MF-16-0119,Push Cart ,Class 3,3/23/19,Routine Inspection,Not Participating,1,
Arizona Wings N More,Food Truck Familia @4,,MF-16-0125,Mobile Food Unit ,Class 4,3/20/19,Routine Inspection,Not Participating,0,
S&E Enterprises,FM ,,MF-16-0156,Food Peddler ,Class 2,3/19/19,Routine Inspection,Not Participating,0,
Ice Cream Jimenita,ICT Estrella Village @3,Phoenix,MF-16-0160,Food Peddler ,Class 2,3/20/19,Routine Inspection,Not Participating,0,
Lou's Lil Donuts,,,MF-16-0219,Special Event Food ,Class 2,3/21/19,Routine Inspection,Not Participating,0,
Que Sazon,Phoenix Street Food Coalition Events ,,MF-16-0248,Mobile Food Unit ,Class 4,3/24/19,Routine Inspection,A,0,
Sweets & Treats @ Mesa Golfland,155 W Hampton Ave @4,Mesa,MF-16-0265,Push Cart ,Class 3,3/22/19,Routine Inspection,Not Participating,0,
Dippin Dots @ Mesa Golfland,155 W Hampton Ave @4,Mesa,MF-16-0325,Push Cart ,Class 3,3/22/19,Routine Inspection,Not Participating,0,
Hot Cookie,AZ Feastivals @4,,MF-16-0333,Mobile Food Unit ,Class 4,3/21/19,Routine Inspection,Not Participating,0,
Detroit Coney Cruiser No 1,Food Truck Familia ,,MF-16-0442,Mobile Food Unit ,Class 4,3/25/19,Routine Inspection,Not Participating,2,
Cocos La Palmita,S Tuthill & Elliot Rd @3,Buckeye,MF-16-0575,Mobile Food Unit ,Class 4,3/21/19,Routine Inspection,A,0,
"Chillin Ice Cream & Treat,LLC",ICT @3,Buckeye Gilabend,MF-16-0585,Food Peddler ,Class 2,3/25/19,Routine Inspection,Not Participating,0,
KHSD,Central Ave & Monroe St (Down Town) @3,Phoenix,MF-16-0642,Push Cart ,Class 3,3/19/19,Routine Inspection,Not Participating,2,
"Sooooo Hummus Factory,LLC",FM ,,MF-16-0649,Food Peddler ,Class 2,3/23/19,Routine Inspection,Not Participating,0,
Rocky Mountain Bigfoot Dawgs,Special Events ,,MF-17-0013,Push Cart ,Class 3,3/21/19,Routine Inspection,A,0,
"Ni de Aqui Ni de Alla,LLC",,,MF-17-0041,Mobile Food Unit ,Class 4,3/23/19,Routine Inspection,Not Participating,0,
Elotes Argy No 2,3451 N 75th Dr @1,Phoenix,MF-17-0111,Push Cart ,Class 3,3/25/19,Routine Inspection,Not Participating,0,
Tasty Bites,7007 W Happy Valley Rd @1,Peoria,MF-17-0121,Push Cart ,Class 3,3/19/19,Routine Inspection,Not Participating,0,
Johnny's Ice Cream No 3,ICT North Mountain Village @1,Phoenix,MF-17-0124,Food Peddler ,Class 2,3/22/19,Routine Inspection,Not Participating,0,
TGIF dba Taramina Gourmet International Foods,FM ,,MF-17-0154,Food Peddler ,Class 2,3/23/19,Routine Inspection,A,0,
Shug's Coffee,,,MF-17-0182,Push Cart ,Class 3,3/24/19,Routine Inspection,A,0,
Honey Bears BBQ,,,MF-17-0340,Mobile Food Unit ,Class 4,3/21/19,Routine Inspection,Not Participating,0,
WTC,FM ,,MF-17-0489,Food Peddler ,Class 2,3/23/19,Routine Inspection,Not Participating,0,
Short Leash Hotdogs & Rollover Doughnuts,Phoenix Street Food Coalition Events ,,MF-17-0525,Mobile Food Unit ,Class 4,3/24/19,Routine Inspection,A,0,
"Double Bite Hot Dogs,LLC",,,MF-17-0537,Push Cart ,Class 3,3/22/19,Routine Inspection,A,0,
Three Dogs Eatery,East Valley @4,,MF-17-0573,Mobile Food Unit ,Class 4,3/20/19,Routine Inspection,Not Participating,0,
El Ranchero Mobile No 02,683 W Wickenburg Way @1,Wickenburg,MF-17-0623,Mobile Food Unit ,Class 4,3/25/19,Routine Inspection,A,0,
Happy Tortilla LLC,,,MF-17-0624,Mobile Food Unit ,Class 4,3/22/19,Routine Inspection,B,1,
"SV Gourmet Kitchen,LLC",Special Events ,,MF-17-0661,Mobile Food Unit ,Class 4,3/24/19,Routine Inspection,Not Participating,0,
Norah's Sweet Potato Pies,,,MF-17-0674,Food Peddler ,Class 2,3/23/19,Routine Inspection,Not Participating,0,
"Fruits and Events, LLC",,,MF-17-0680,Push Cart ,Class 3,3/23/19,Routine Inspection,A,0,
Bully Brew Co,FM ,,MF-18-0010,Food Peddler ,Class 2,3/23/19,Routine Inspection,Not Participating,0,
Excuse My Crepe,,,MF-18-0045,Mobile Food Unit ,Class 4,3/23/19,Routine Inspection,A,0,
Road Snacks Tasty Treats,,,MF-18-0071,Special Event Food ,Class 2,3/20/19,Routine Inspection,Not Participating,0,
"White Mountain Food, LLC",Food Truck Familia ,Phoenix,MF-18-0077,Mobile Food Unit ,Class 4,3/24/19,Routine Inspection,A,0,
Mariscos El Sinaloco,3904 W Buckeye Rd @3,Phoenix,MF-18-0133,Mobile Food Unit ,Class 4,3/19/19,Routine Inspection,A,0,
"Leo's Ice Cream,LLC",,,MF-18-0146,Food Peddler ,Class 2,3/22/19,Routine Inspection,A,0,
"The Cool Spot Az, LLC",,,MF-18-0187,Mobile Food Unit ,Class 4,3/23/19,Routine Inspection,A,0,
Whip It Good,,,MF-18-0204,Push Cart ,Class 3,3/21/19,Routine Inspection,B,0,
4 Buona Vita,,,MF-18-0217,Food Peddler ,Class 2,3/19/19,Routine Inspection,Not Participating,0,
Wise Guys Gourmet Hot Dogs,,,MF-18-0251,Push Cart ,Class 3,3/22/19,Routine Inspection,Not Participating,0,
"Cactus Dogs & Lemonade, LLC",7401 S Power Rd @4,Queen Creek,MF-18-0271,Push Cart ,Class 3,3/22/19,Routine Inspection,Not Participating,0,
Tacos De Cabeza El RC,,,MF-18-0279,Mobile Food Unit ,Class 4,3/23/19,Routine Inspection,Not Participating,1,
Tempura Takeover,,,MF-18-0376,Special Event Food ,Class 2,3/24/19,Routine Inspection,Not Participating,0,
Mama Jim's Gluten Free Kitchen,Food Truck Familia ,,MF-18-0401,Mobile Food Unit ,Class 4,3/24/19,Routine Inspection,Not Participating,1,
Merkin Vineyards Inc,,,MF-18-0422,Mobile Food Unit ,Class 4,3/21/19,Routine Inspection,A,0,
Vision Shuttle and Sanctuary,,,MF-18-0450,Push Cart ,Class 3,3/23/19,Routine Inspection,Not Participating,1,
Juice Box Drinks and Salad,,,MF-18-0500,Food Peddler ,Class 2,3/23/19,Routine Inspection,Not Participating,0,
Doctor Hummus No 13,FM ,,MF-18-0598,Food Peddler ,Class 2,3/23/19,Routine Inspection,Not Participating,0,
Chinoz Grill No 3,Food Truck Familia ,,MF-18-0641,Mobile Food Unit ,Class 4,3/24/19,Routine Inspection,Not Participating,1,
"Chili Charlies,LLC",,,MF-18-0674,Special Event Food ,Class 2,3/23/19,Routine Inspection,Not Participating,0,
Takoyaki Balls,,,MF-18-0737,Mobile Food Unit ,Class 4,3/24/19,Routine Inspection,Not Participating,0,
Everest Momo,,,MF-19-0032,Mobile Food Unit ,Class 4,3/22/19,Routine Inspection,Not Participating,0,
Food Palace,5643 S 7th Ave @3,Phoenix,MF-19-0045,Mobile Food Unit ,Class 4,3/22/19,Routine Inspection,Not Participating,0,
Mojo Bowl,,,MF-19-0103,Mobile Food Unit ,Class 4,3/20/19,Routine Inspection,Not Participating,0,
Blazing Desert Dog No 6,,,MF-19-0166,Push Cart ,Class 3,3/19/19,Routine Inspection,Not Participating,0,
La Carreta,Broadway Rd & Country Club @5@4,Mesa,MF-19-0169,Push Cart ,Class 3,3/19/19,Routine Inspection,Not Participating,0,
Industrial Catering No 311,,,MF-19-0178,Mobile Food Unit ,Class 4,3/21/19,Routine Inspection,A,0,
Ice Cream Any,,,MF-19-0193,Food Peddler ,Class 2,3/22/19,Routine Inspection,Not Participating,0,
Stars Ice Cream No 2,ICT North Phoenix @2,Phoenix,MF-19-0194,Food Peddler ,Class 2,3/22/19,Routine Inspection,Not Participating,0,
Smoothie Run No 2,6115 S 51st Ave ,Laveen,MF-19-0198,Food Peddler ,Class 2,3/25/19,Routine Inspection,Not Participating,0,
Ralph's Snack Bar No 829,Ralph's Route 829 2299 W Broadway Rd @3 Tues,Phoenix,MF-99-0004,Mobile Food Unit ,Class 4,3/22/19,Routine Inspection,Not Participating,1,
